sample,encoder,seed,split_axis,split_side,ratio,model,gene_set,n_train,n_test,n_genes,pearson_gene_macro,spearman_gene_macro,r2_gene_macro,rmse_log1p,mae_log1p,pearson_cell_macro,sensitivity_gene_macro,specificity_gene_macro,balanced_accuracy_gene_macro,f1_gene_macro,auprc_gene_macro,species,organ,condition
FFHO026,conch,1,y,high,0.1,coordinate,top50_hvg,905,2400,50,0.0301744514296296,0.0266800303700311,-0.0519587320415303,0.8149202466011047,0.6684289574623108,0.4918412935863338,0.9464907777047848,0.0647058213216799,0.5055982995132323,0.7306436141680251,0.605663976797447,human,ovary,ovarian adenocarcinoma
FFHO026,conch,1,y,high,0.1,coordinate,top200_hvg,905,2400,200,0.0449136259627994,0.0405812484501578,-0.0497862649612216,0.579062819480896,0.4616661369800567,0.5222055242211483,0.4785029566391414,0.5350279371473587,0.5067654468932501,0.355324961318085,0.3967359546539252,human,ovary,ovarian adenocarcinoma
FFHO026,conch,1,y,high,0.1,coordinate,marker_hvg_overlap,905,2400,193,0.0450708114583083,0.0407728560898665,-0.0505441328798815,0.5839759707450867,0.4664762020111084,0.5224081022442129,0.4901606951722188,0.5236826776159492,0.506921686394084,0.3639916448263409,0.4013923563843989,human,ovary,ovarian adenocarcinoma
FFHO026,conch,1,y,high,0.1,image,top50_hvg,905,2400,50,0.3438348968327045,0.3408202737627748,0.0781042151001747,0.7512579560279846,0.5952656269073486,0.5156587318402948,0.8650564645897354,0.3068326813779641,0.5859445729838498,0.7449746050201829,0.728604850161382,human,ovary,ovarian adenocarcinoma
FFHO026,conch,1,y,high,0.1,image,top200_hvg,905,2400,200,0.2163107965886593,0.2123013653566534,-0.0194806639236048,0.5562427639961243,0.4239342808723449,0.5148650559426111,0.489983315218287,0.6343069871872976,0.5621451512027923,0.4581536095848932,0.4733811108225996,human,ovary,ovarian adenocarcinoma
FFHO026,conch,1,y,high,0.1,image,marker_hvg_overlap,905,2400,193,0.2184907129237071,0.2144474552242526,-0.01764747126835,0.5603615641593933,0.4275450110435486,0.5162700228943263,0.4984294434661531,0.6272613725765903,0.5628454080213717,0.4648858785876337,0.4788651373431782,human,ovary,ovarian adenocarcinoma
FFHO026,conch,1,y,high,0.1,spatial_knn,top50_hvg,905,2400,50,0.0982339238096028,0.103012260567223,-0.1398578532412648,0.8485396504402161,0.6676358580589294,0.428104674888243,0.7787980185240935,0.2768947743042563,0.5278463964141747,0.6925508318318837,0.6417325620096868,human,ovary,ovarian adenocarcinoma
FFHO026,conch,1,y,high,0.1,spatial_knn,top200_hvg,905,2400,200,0.0657879702973878,0.0657073056309327,-0.1315576513204723,0.6017777919769287,0.4417031705379486,0.4708249071326273,0.3848779940715303,0.6508337950455165,0.5178558945585235,0.366675903363984,0.4105076032421287,human,ovary,ovarian adenocarcinoma
FFHO026,conch,1,y,high,0.1,spatial_knn,marker_hvg_overlap,905,2400,193,0.0658249357718868,0.0656979813855782,-0.1328595666108662,0.6069727540016174,0.4468428194522857,0.4709823904507406,0.3942210056812357,0.6423674901972615,0.5182942479392485,0.3747300168987578,0.4151654696860028,human,ovary,ovarian adenocarcinoma
FFHO026,conch,1,y,high,0.25,train_mean,top50_hvg,2262,2400,50,9.375244212606048e-07,,-0.0074893108425385,0.7987311482429504,0.650449275970459,0.4773774052175427,0.96,0.04,0.5,0.7222672923254275,0.6054,human,ovary,ovarian adenocarcinoma
