sample,encoder,method,seed,split_axis,split_side,gene_set,n_train,n_test,top_k,n_genes,pearson_gene_macro,spearman_gene_macro,r2_gene_macro,rmse_log1p,mae_log1p,pearson_cell_macro,sensitivity_gene_macro,specificity_gene_macro,balanced_accuracy_gene_macro,f1_gene_macro,auprc_gene_macro,ridge_pearson_gene_macro,ridge_f1_gene_macro,pearson_difference_bleep_minus_ridge,f1_difference_bleep_minus_ridge
HPDA034,conch,bleep_conch_adapter,2,x,low,top50_hvg,8726,2400,50,50,0.3712526047043502,0.3217095822745115,0.0738172175677027,0.471537172794342,0.3105816841125488,0.4713245423532854,0.4621851659035419,0.8042101995205708,0.6331976827120563,0.4241126779366593,0.4672993296359721,0.3903005197271704,0.4782593736520685,-0.019047915022820217,-0.0541466957154092
HPDA034,conch,bleep_conch_adapter,3,y,low,top50_hvg,8998,2400,50,50,0.1863861867040395,0.1391197678778627,-0.2987134862109087,0.4331130385398865,0.2626143097877502,0.4264464162703309,0.1751489805271152,0.9215525320081562,0.5483507562676357,0.1844794451632188,0.3074790360739479,0.1927399224042892,0.260994535623952,-0.006353735700249691,-0.07651509046073318
HPXM007,conch,bleep_conch_adapter,0,x,high,top50_hvg,9046,2400,50,50,0.3918068600445986,0.2966001662071516,0.1397863083612174,0.3848252892494201,0.2270288616418838,0.5201440074874754,0.3028209391857583,0.926548213522148,0.6146845763539531,0.3095179676372102,0.3933504641290426,0.3713019669055938,0.2953851867342209,0.020504893139004776,0.014132780902989306
HPXM007,conch,bleep_conch_adapter,1,y,high,top50_hvg,8995,2400,50,50,0.1558042392879724,0.1382870312751836,-0.8651865463249852,0.4410075545310974,0.2707578539848327,0.5287267658368087,0.2743803648723311,0.8427208510106258,0.5585506079414785,0.2081404566126115,0.2209757439282874,0.1680038559809327,0.1566834441698452,-0.012199616692960297,0.05145701244276629
HPXM007,conch,bleep_conch_adapter,2,x,low,top50_hvg,8981,2400,50,50,0.4018907134234905,0.3265368584111975,0.1626781228580512,0.3933879733085632,0.243653804063797,0.4334570056666457,0.3868745880392868,0.902418329417024,0.6446464587281554,0.3612689479562554,0.4401287319006681,0.4042045640945435,0.3471306358242081,-0.002313850671052997,0.014138312132047304
HPXM007,conch,bleep_conch_adapter,3,y,low,top50_hvg,8996,2400,50,50,0.3300847537070512,0.2861763162481622,-0.5721296696504578,0.4103332757949829,0.2494332939386367,0.3243882792899606,0.2513603110566629,0.9332603976827022,0.5923103543696826,0.2693036977707784,0.3807240246527803,0.3514812041074037,0.299179711209622,-0.021396450400352485,-0.029876013438843607
HSDX009,conch,bleep_conch_adapter,0,x,high,top50_hvg,8799,2400,50,50,0.1116710509429685,0.102058304892133,-0.1246834358340129,0.346879780292511,0.1670950502157211,0.2524152632580168,0.1102378646945691,0.938750669080126,0.5244942668873476,0.081085854508693,0.1602467822256974,0.1388072664756328,0.0959473667444201,-0.027136215532664293,-0.014861512235727098
HSDX009,conch,bleep_conch_adapter,1,y,high,top50_hvg,8765,2400,50,50,0.4434765657410026,0.3341133660986761,0.1677735174633562,0.3955732583999634,0.1977800875902176,0.4369579449091926,0.2691705187097449,0.9583150260579052,0.6137427723838251,0.3196914658509636,0.4512374555071838,0.462565396130085,0.396990006778301,-0.019088830389082434,-0.0772985409273374
HSDX009,conch,bleep_conch_adapter,2,x,low,top50_hvg,8831,2400,50,50,0.3179574346300796,0.2863180419005195,-0.0974555123643949,0.3864225149154663,0.2106653898954391,0.4404611167937183,0.2405374126118054,0.9324244065045488,0.586480909558177,0.2256976053974878,0.3313083876651918,0.3340156172588467,0.2702543493586339,-0.016058182628767126,-0.04455674396114612
HSDX009,conch,bleep_conch_adapter,3,y,low,top50_hvg,8864,2400,50,50,0.301594822332263,0.2789912998724486,-0.9739413234218957,0.3647293746471405,0.203428566455841,0.3566408056800915,0.3189590906355846,0.9037761624073858,0.6113676265214852,0.2704207362947158,0.2917771604030146,0.3500296917557716,0.2978667706215625,-0.04843486942350861,-0.027446034326846724
HSDX009_2,conch,bleep_conch_adapter,0,x,high,top50_hvg,8776,2400,50,50,0.4224739362299442,0.2973144197595854,0.1435173123639833,0.2503347992897033,0.1149302795529365,0.3788431807008864,0.3068928201211123,0.9580188640447154,0.6324558420829138,0.2962682792274619,0.3562333295125159,0.3899505211412906,0.296703315103642,0.03252341508865364,-0.000435035876180101
HSDX009_2,conch,bleep_conch_adapter,1,y,high,top50_hvg,8823,2400,50,50,0.3903620587289333,0.3231213533878821,0.1391523621161468,0.2931042313575744,0.1549865007400512,0.4321296894029371,0.2664465545452462,0.9566704813643976,0.611558517954822,0.2618980984008459,0.3538300037239538,0.3987964797019958,0.30127333925305,-0.008434420973062462,-0.03937524085220412
HSDX009_2,conch,bleep_conch_adapter,2,x,low,top50_hvg,8870,2400,50,50,0.2912313718837686,0.2729767470709983,-0.6532030522380956,0.3338934481143951,0.1754400730133056,0.3829674263497605,0.1201180426506289,0.9618942208160808,0.5410061317333549,0.1353990930231125,0.3029418798279654,0.3370780957327224,0.2529157847252311,-0.04584672384895383,-0.11751669170211856
HSDX009_2,conch,bleep_conch_adapter,3,y,low,top50_hvg,9015,2400,50,50,0.3489493263885379,0.3006789312627614,0.1059190571866929,0.3187781274318695,0.1643258482217788,0.4588453904092325,0.2276970067072315,0.9536156713671528,0.5906563390371922,0.2186315836551566,0.332712598027316,0.3635993753373623,0.2182773067621747,-0.014650048948824435,0.0003542768929819251
HSPD012,conch,bleep_conch_adapter,0,x,high,top50_hvg,8912,2400,50,50,0.3826438646018505,0.2619841593155481,-0.2136078398794052,0.5507637858390808,0.3752233684062958,0.6521022310418387,0.5701055605445104,0.6223834362561607,0.5962444984003356,0.4773065860402634,0.4804561292103754,0.3287652937253005,0.4411784032292003,0.053878570876550014,0.03612818281106306
HSPD012,conch,bleep_conch_adapter,1,y,high,top50_hvg,8892,2400,50,50,0.5536381804943085,0.4189056007557062,0.2613649717159569,0.6081901788711548,0.3992662727832794,0.6066507463708452,0.5926663920636808,0.699856568777918,0.6462614804207993,0.5938190704464206,0.6715120555074653,0.5666258209943771,0.6305779429989676,-0.01298764050006862,-0.03675887255254706
HSPD012,conch,bleep_conch_adapter,2,x,low,top50_hvg,8938,2400,50,50,0.4665135339647531,0.450195738671863,0.173876924761571,0.6521914005279541,0.4503958225250244,0.5727945363734519,0.5622727112711297,0.6987051943770121,0.6304889528240708,0.5563072861782534,0.6750709166846572,0.5051936662569642,0.6431121008105412,-0.03868013229221107,-0.08680481463228773
HSPD012,conch,bleep_conch_adapter,3,y,low,top50_hvg,8892,2400,50,50,0.4319723439216614,0.3497245190044266,0.1365388645417988,0.6032149195671082,0.422954797744751,0.5628051522789125,0.6239973060818862,0.6105026529902373,0.6172499795360618,0.5544564716982269,0.5749796582830161,0.4316054087877273,0.5757908029279507,0.0003669351339340987,-0.021334331229723835
HTDX008,conch,bleep_conch_adapter,0,x,high,top50_hvg,8903,2400,50,50,0.2623659105226397,0.2049654686100708,0.0201231078471755,0.5272621512413025,0.3756186068058014,0.4276720747208067,0.2915486002611905,0.7922808834051749,0.5419147418331827,0.2836873854905777,0.4786588155977168,0.3341027258709073,0.4115306671238736,-0.07173681534826759,-0.1278432816332959
HTDX008,conch,bleep_conch_adapter,1,y,high,top50_hvg,8945,2400,50,50,0.2406678476464003,0.227544856425298,0.0228842922230251,0.5111539959907532,0.3891860544681549,0.4589686718613757,0.3860796567335907,0.7142126128274393,0.5501461347805151,0.3396130337731084,0.4450929906776265,0.2835581210581586,0.3867995650838757,-0.04289027341175827,-0.04718653131076728
HTDX008,conch,bleep_conch_adapter,2,x,low,top50_hvg,8899,2400,50,50,0.2793107990175485,0.2532785164078161,0.0587511781905777,0.4892250299453735,0.3476157486438751,0.4094507680051057,0.299722736134701,0.8409067345611513,0.5703147353479262,0.3042758478727388,0.430232059103105,0.3249166378378868,0.4095003933738412,-0.04560583882033831,-0.10522454550110238
HTDX008,conch,bleep_conch_adapter,3,y,low,top50_hvg,8907,2400,50,50,0.1633134756609797,0.1289020994570765,-0.0107840075046988,0.4813060462474823,0.3552998900413513,0.4181882500295272,0.2670879436834983,0.8008840510756083,0.5339859973795533,0.2673989351192254,0.3821419275984615,0.2328254096210003,0.3879951063650817,-0.06951193396002059,-0.12059617124585631
MBDC037,conch,bleep_conch_adapter,0,x,high,top50_hvg,8772,2400,50,50,-4.20390782828841e-07,,-0.1235442287651676,0.8549302220344543,0.5039500594139099,0.1506514625791023,0.22,0.78,0.5,0.1255934429342863,0.3094416666666666,9.662783957708144e-05,0.21735789658718,-9.704823035991027e-05,-0.09176445365289371
MBDC037,conch,bleep_conch_adapter,1,y,high,top50_hvg,9006,2400,50,50,3.741785197419745e-07,,-0.4398261558830563,1.0185832977294922,0.7711455821990967,0.0635422780373002,0.56,0.44,0.5,0.2680288106750994,0.30535,-1.2568141092929506e-05,0.223624848718225,1.294231961267148e-05,0.04440396195687443
MBDC037,conch,bleep_conch_adapter,2,x,low,top50_hvg,8990,2400,50,50,0.124804260097444,0.080485079188595,-0.3442549010366201,0.9292256236076356,0.5498107671737671,0.2883337405916735,0.3794440059888499,0.7307006028428066,0.5550723044158282,0.3423399172481091,0.3517157082436435,4.771365206579503e-07,0.2563989116732863,0.12480378296092334,0.08594100557482276
MBDC037,conch,bleep_conch_adapter,3,y,low,top50_hvg,9039,2400,50,50,0.1118191444873809,0.1010496825382559,-0.072951210825704,0.7789154648780823,0.5606458187103271,0.0620465182723235,0.3951439692809566,0.635292666869645,0.5152183180753008,0.2322469680163907,0.3373015371852373,0.1201753259263932,0.2617999566426539,-0.008356181439012303,-0.029552988626263182
PCHM006,conch,bleep_conch_adapter,0,x,high,top50_hvg,8799,2400,50,50,0.3190510229766369,0.2945600388185897,-0.0459454062441363,0.6185126304626465,0.4856227934360504,0.4918175183203406,0.6804168521668736,0.4473544523202015,0.5638856522435376,0.6164483995017357,0.6640393762501848,0.3932221201062202,0.6890672483188517,-0.07417109712958331,-0.072618848817116
PCHM006,conch,bleep_conch_adapter,1,y,high,top50_hvg,8996,2400,50,50,0.221833509504795,0.2123732577625694,-0.039067997194943,0.6381753087043762,0.5082416534423828,0.5020525790886392,0.7547486965707162,0.3359557403224967,0.5453522184466064,0.6257591970355921,0.601980501999254,0.3009857949614525,0.6654949056335059,-0.0791522854566575,-0.039735708597913755
PCHM006,conch,bleep_conch_adapter,2,x,low,top50_hvg,8785,2400,50,50,0.2769095408916473,0.2670210041421935,-0.1074148548254743,0.6665417551994324,0.5303573608398438,0.4167918546734167,0.7786597577248487,0.3104697470507599,0.5445647523878043,0.6425406522420422,0.6624393910088894,0.3747405672073364,0.7040000389590775,-0.09783102631568907,-0.061459386717035325
PCHM006,conch,bleep_conch_adapter,3,y,low,top50_hvg,8997,2400,50,50,0.3499198117852211,0.3332229652524974,-0.118767834152095,0.6893877983093262,0.5512110590934753,0.5282674947602208,0.9230323765167308,0.1710627557439558,0.5470475661303433,0.7272176733598334,0.7048075423351797,0.3958983561396599,0.716552679783485,-0.04597854435443882,0.010664993576348425
PDHL031,conch,bleep_conch_adapter,0,x,high,top50_hvg,8957,2400,50,50,0.0928393171541392,0.079882118956396,-0.0761956085520796,0.3130137026309967,0.2272778153419494,0.1054711967934982,0.0488617006934658,0.9663831591040816,0.5076224298987736,0.039458461842417,0.1932788664703747,0.1061372040212154,0.0206948087598563,-0.013297886867076197,0.018763653082560696
PDHL031,conch,bleep_conch_adapter,1,y,high,top50_hvg,8839,2400,50,50,0.133296258309856,0.1300607157821315,-0.0308663439308293,0.3160140514373779,0.1781620234251022,0.1095911142002931,0.0108019170065755,0.9932054192854748,0.5020036681460252,0.0114678314649318,0.2187603095637533,0.149224918410182,0.0176683223025288,-0.01592866010032601,-0.006200490837597002
PDHL031,conch,bleep_conch_adapter,2,x,low,top50_hvg,8945,2400,50,50,0.1431140790414065,0.137176329909551,-0.0111861587967723,0.2870897650718689,0.1765549480915069,0.112116626284345,0.0158130667368686,0.992703372820826,0.5042582197788472,0.0135929917492663,0.1931009210401142,0.1703190076351165,0.0195672744492721,-0.027204928593710015,-0.005974282700005801
PDHL031,conch,bleep_conch_adapter,3,y,low,top50_hvg,8740,2400,50,50,0.1134704995527863,0.1056511629321256,-0.1274658799142344,0.3070144653320312,0.2264480292797088,0.1172726885203578,0.0580995725615174,0.9528965980337104,0.505498085297614,0.0365111461630071,0.1803025768479564,0.136887717731297,0.0353276529175958,-0.023417218178510682,0.0011834932454113031
PDHP030,conch,bleep_conch_adapter,0,x,high,top50_hvg,8489,2400,50,50,0.2121262097358703,0.2109118160558556,-0.1076795241900254,0.303802877664566,0.2108520418405532,0.2418932171896154,0.1757946905285352,0.9160986632542196,0.5459466768913773,0.1297006451288042,0.2168190474757905,0.2248242156207561,0.0801987430545648,-0.012698005884885816,0.04950190207423939
PDHP030,conch,bleep_conch_adapter,1,y,high,top50_hvg,9090,2400,50,50,0.1494189011678099,0.1514786620333463,-0.0276900976040633,0.3126808106899261,0.1551344841718673,0.1956182051971282,0.0106604177561367,0.9966069947378556,0.5036337062469961,0.0177502504608078,0.2027609507159584,0.1977301548421383,0.0631951629666379,-0.0483112536743284,-0.04544491250583009
PDHP030,conch,bleep_conch_adapter,2,x,low,top50_hvg,8769,2400,50,50,0.3088358430564403,0.2940003707310454,0.0192318857973441,0.3081720471382141,0.2091973572969436,0.2347226816969232,0.1984212454838733,0.935489093869247,0.5669551696765602,0.1616456363482743,0.3041627630327541,0.3224866054952144,0.1035878981926811,-0.013650762438774111,0.0580577381555932
PDHP030,conch,bleep_conch_adapter,3,y,low,top50_hvg,8847,2400,50,50,0.2843854856491088,0.2517556087704614,-0.1193394512380473,0.2982247769832611,0.2140202969312667,0.1731751941581352,0.1380914061931981,0.951476857229836,0.5447841317115172,0.1077902756518132,0.2724235868234883,0.3056106631457805,0.0842052387245179,-0.021225177496671688,0.0235850369272953
PDHS029,conch,bleep_conch_adapter,0,x,high,top50_hvg,8893,2400,50,50,0.3247091289982199,0.3320832559542594,-0.1277788523281924,0.5527175664901733,0.4241285920143127,0.4155438818994846,0.6994312487256781,0.5047141560349727,0.6020727023803254,0.5008970791975387,0.4895604242881722,0.3311787980049848,0.451616307697227,-0.006469669006764878,0.04928077150031168
PDHS029,conch,bleep_conch_adapter,1,y,high,top50_hvg,8753,2400,50,50,0.2676394078500417,0.2756982187374641,-0.1019248991054767,0.525585412979126,0.3800492286682129,0.3560250377134598,0.5427456767290191,0.6934375033228357,0.6149634012843238,0.4520566154853519,0.4164631774366303,0.2944165744571661,0.4425580015152319,-0.026777166607124425,0.009498613970120029
PDHS029,conch,bleep_conch_adapter,2,x,low,top50_hvg,8631,2400,50,50,0.3041848632320761,0.2118263094072031,0.0286532283842097,0.3913149535655975,0.2581439912319183,0.2670030197170083,0.2180547569156305,0.8986512598431969,0.5583530083794137,0.2266669016983863,0.3410885843366458,0.3542982579767704,0.3567506005024038,-0.050113394744694284,-0.13008369880401752
PDHS029,conch,bleep_conch_adapter,3,y,low,top50_hvg,8908,2400,50,50,0.0505317488266155,0.0418312533175494,-3.500637048445642,0.5852702856063843,0.462050586938858,0.1368581115459883,0.4919897586164303,0.5507805636858921,0.5213851611511612,0.2556813873584516,0.2228154621835569,0.1552603507973253,0.2236745729309342,-0.10472860197070981,0.03200681442751738
WMPP017,conch,bleep_conch_adapter,0,x,high,top50_hvg,8978,2400,50,50,0.4401428457722068,0.342767996619417,-0.1347905708913458,0.6668523550033569,0.4450714588165283,0.5700798820276793,0.6786116252565242,0.6235047855629215,0.6510582054097229,0.5400991051130596,0.5565547716028224,0.4364404712244868,0.532085273650655,0.0037023745477199888,0.00801383146240453
WMPP017,conch,bleep_conch_adapter,1,y,high,top50_hvg,8846,2400,50,50,0.3776093106344342,0.2878946652650211,-0.3151312527383561,0.6267103552818298,0.4238876700401306,0.5539589986141789,0.649396407794825,0.6057823598667476,0.6275893838307862,0.4845970715203184,0.4689801801260572,0.3623512986302376,0.4739697701028445,0.01525801200419663,0.010627301417473867
WMPP017,conch,bleep_conch_adapter,2,x,low,top50_hvg,8861,2400,50,50,0.2477433073194697,0.1742241196027745,-2.1991690585017203,0.5946951508522034,0.3653334081172943,0.5190955413332268,0.422450360044366,0.7301545457676523,0.5763024529060092,0.3862687800342598,0.3714348537985714,0.255760311994236,0.3916801142168731,-0.008017004674766293,-0.005411334182613303
WMPP017,conch,bleep_conch_adapter,3,y,low,top50_hvg,8812,2400,50,50,0.5573417197912931,0.415584372878427,0.2574608595995232,0.6176795363426208,0.3956135213375091,0.6828659692384907,0.5663006808150244,0.7946919709366235,0.6804963258758241,0.5837881581443717,0.6331467549311898,0.5318932590261102,0.5845924076748366,0.025448460765182923,-0.0008042495304648734
WMPW025,conch,bleep_conch_adapter,0,x,high,top50_hvg,8934,2400,50,50,0.2030651120562106,0.1646716936435159,-0.8370559914922342,0.4759625196456909,0.2903701066970825,0.2934282561366431,0.3076936736150659,0.8606696483139475,0.5841816609645067,0.210276281289848,0.2414026170865341,0.2075833746558055,0.1928168886539796,-0.004518262599594897,0.017459392635868376
WMPW025,conch,bleep_conch_adapter,1,y,high,top50_hvg,8864,2400,50,50,0.258988364264369,0.2236616754933119,-0.0378370749158784,0.4067858159542084,0.2539014220237732,0.3578654553340949,0.2817318849830325,0.9001615093586967,0.5909466971708646,0.2649287481827492,0.3144202816955398,0.2839111971855164,0.2545123242591288,-0.024922832921147386,0.01041642392362041
WMPW025,conch,bleep_conch_adapter,2,x,low,top50_hvg,9015,2400,50,50,0.1964712991856504,0.1599120609158293,-0.107983524010051,0.4784294664859772,0.2989635765552521,0.3508765543067833,0.1537719386583055,0.9025937459087768,0.5281828422835413,0.1652225284853107,0.3573989036690103,0.20420385196805,0.1695566868110041,-0.007732552782399593,-0.004334158325693421
WMPW025,conch,bleep_conch_adapter,3,y,low,top50_hvg,8891,2400,50,50,0.2796091416105628,0.2330366412965919,-0.0326661253464408,0.3969327807426452,0.2454857975244522,0.3721712929753864,0.302992805660065,0.9046467619574544,0.6038197838087598,0.2687124493719423,0.3267053739069944,0.288361571393907,0.2579189636709434,-0.008752429783344229,0.010793485700998862
XTNL005,conch,bleep_conch_adapter,0,x,high,top50_hvg,8989,2400,50,50,0.4403206610679626,0.3666759053216198,0.1115418037399649,0.6704261302947998,0.386832445859909,0.3290990248822459,0.285883526905078,0.939749059633173,0.6128162932691256,0.3704386669239177,0.5570808940212247,0.4975352543592453,0.5475873563565975,-0.0572145932912827,-0.1771486894326798
XTNL005,conch,bleep_conch_adapter,1,y,high,top50_hvg,8935,2400,50,50,0.2018196360766887,0.1286001323964397,-0.0122965050395578,0.4958120882511139,0.3373528718948364,0.2582578609722021,0.2529320934331244,0.8108550276792842,0.5318935605562044,0.2206194507729383,0.2863217143167047,0.1658403342217207,0.2299320831850678,0.035979301854968004,-0.009312632412129512
XTNL005,conch,bleep_conch_adapter,2,x,low,top50_hvg,8879,2400,50,50,0.4397612655162811,0.3567619545785578,0.1732916018180549,0.548742949962616,0.3438578844070434,0.3357936770653303,0.4527301527901751,0.8435404446987453,0.6481352987444602,0.4611526863164955,0.5039870851647934,0.4448723545670509,0.503156801061647,-0.00511108905076979,-0.04200411474515148
XTNL005,conch,bleep_conch_adapter,3,y,low,top50_hvg,8985,2400,50,50,0.3638983752764761,0.3261493675679472,0.0470174681767821,0.6022166609764099,0.3519350588321686,0.353308927026416,0.3629441798001113,0.8682752660859578,0.6156097229430345,0.3777450085223093,0.4672916006120304,0.4511951551772654,0.4950423116546883,-0.08729677990078927,-0.11729730313237902
