cell_type,n_cells,model,pseudobulk_pearson,pseudobulk_rmse_log1p,sample,encoder,seed,ratio,n_genes,species,organ,condition
kidney loop of Henle thick ascending limb epithelial cell.,23,train_mean,0.4911012351512909,0.1068179085850715,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
kidney loop of Henle thick ascending limb epithelial cell.,23,coordinate,0.2380939573049545,0.1328384131193161,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
kidney loop of Henle thick ascending limb epithelial cell.,23,image,0.6239641308784485,0.0797315165400505,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
kidney loop of Henle thick ascending limb epithelial cell.,23,spatial_knn,0.6305042505264282,0.0991991460323333,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
macrophage.,215,train_mean,0.2001240104436874,0.117565743625164,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
macrophage.,215,coordinate,0.4617204368114471,0.1136392503976821,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
macrophage.,215,image,0.5825038552284241,0.0663920044898986,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
macrophage.,215,spatial_knn,0.4074136912822723,0.0964880287647247,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
myeloid cell.,27,train_mean,0.2252777218818664,0.1272111535072326,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
myeloid cell.,27,coordinate,0.5961524844169617,0.0975961834192276,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
myeloid cell.,27,image,0.6731687784194946,0.0753612145781517,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
myeloid cell.,27,spatial_knn,0.516271710395813,0.096329241991043,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
pancreatic A cell.,52,train_mean,0.0929271280765533,0.1589061915874481,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
pancreatic A cell.,52,coordinate,0.1246026381850242,0.1590094715356826,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
pancreatic A cell.,52,image,0.5977844595909119,0.1024310737848281,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
pancreatic A cell.,52,spatial_knn,0.1345697939395904,0.1918634325265884,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
smooth muscle cell.,176,train_mean,0.3738751709461212,0.1708492189645767,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
smooth muscle cell.,176,coordinate,0.6477068662643433,0.1375250816345214,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
smooth muscle cell.,176,image,0.9352483749389648,0.0937727838754654,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
smooth muscle cell.,176,spatial_knn,0.8096316456794739,0.1194585859775543,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
stromal cell of ovary.,26,train_mean,0.2623736262321472,0.1220104843378067,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
stromal cell of ovary.,26,coordinate,0.5682908892631531,0.123808741569519,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
stromal cell of ovary.,26,image,0.7519674897193909,0.0790090635418891,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
stromal cell of ovary.,26,spatial_knn,0.4726602733135223,0.1021566241979599,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
stromal cell.,382,train_mean,0.3706310093402862,0.1342372447252273,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
stromal cell.,382,coordinate,0.6545150876045227,0.1092587038874626,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
stromal cell.,382,image,0.9471865296363832,0.0528773181140422,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
stromal cell.,382,spatial_knn,0.7593897581100464,0.084987923502922,HPXM007,conch,3,1.0,200,human,pancreas,pancreas
"Analyze the following list of 200 genes sorted by decreasing expression levels in a Human cell and determine its cell type.
Cell sentence:.
Based on these genes, the corresponding cell type is: neuron.",28,train_mean,,0.0976804122328758,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"Analyze the following list of 200 genes sorted by decreasing expression levels in a Human cell and determine its cell type.
Cell sentence:.
Based on these genes, the corresponding cell type is: neuron.",28,coordinate,,0.0689362660050392,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"Analyze the following list of 200 genes sorted by decreasing expression levels in a Human cell and determine its cell type.
Cell sentence:.
Based on these genes, the corresponding cell type is: neuron.",28,image,,0.0533624924719333,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"Analyze the following list of 200 genes sorted by decreasing expression levels in a Human cell and determine its cell type.
Cell sentence:.
Based on these genes, the corresponding cell type is: neuron.",28,spatial_knn,,0.054513856768608,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"Below is a list of 200 gene names in order of descending expression level from a Human cell. Based on this, predict what the cell type of this cell is.
Cell sentence:.
These genes are most likely associated with cell type: neuron.",34,train_mean,,0.0976804047822952,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"Below is a list of 200 gene names in order of descending expression level from a Human cell. Based on this, predict what the cell type of this cell is.
Cell sentence:.
These genes are most likely associated with cell type: neuron.",34,coordinate,,0.0731106996536254,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"Below is a list of 200 gene names in order of descending expression level from a Human cell. Based on this, predict what the cell type of this cell is.
Cell sentence:.
These genes are most likely associated with cell type: neuron.",34,image,,0.0486564598977565,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"Below is a list of 200 gene names in order of descending expression level from a Human cell. Based on this, predict what the cell type of this cell is.
Cell sentence:.
These genes are most likely associated with cell type: neuron.",34,spatial_knn,,0.0499889068305492,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"Below is a list of 200 gene names sorted by descending expression in a Human cell. Determine the cell type of this cell from its expressed genes.
Cell sentence:.
The associated cell type for these genes appears to be: neuron.",26,train_mean,,0.0976804122328758,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"Below is a list of 200 gene names sorted by descending expression in a Human cell. Determine the cell type of this cell from its expressed genes.
Cell sentence:.
The associated cell type for these genes appears to be: neuron.",26,coordinate,,0.0819178372621536,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"Below is a list of 200 gene names sorted by descending expression in a Human cell. Determine the cell type of this cell from its expressed genes.
Cell sentence:.
The associated cell type for these genes appears to be: neuron.",26,image,,0.0350680537521839,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"Below is a list of 200 gene names sorted by descending expression in a Human cell. Determine the cell type of this cell from its expressed genes.
Cell sentence:.
The associated cell type for these genes appears to be: neuron.",26,spatial_knn,,0.0453151986002922,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"Below is a list of 200 genes ordered by descending expression in a Human cell. Use this information to determine the cell type.
Cell sentence:.
These genes suggest the cell type is most likely: neuron.",28,train_mean,,0.0976804122328758,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"Below is a list of 200 genes ordered by descending expression in a Human cell. Use this information to determine the cell type.
Cell sentence:.
These genes suggest the cell type is most likely: neuron.",28,coordinate,,0.0838658586144447,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"Below is a list of 200 genes ordered by descending expression in a Human cell. Use this information to determine the cell type.
Cell sentence:.
These genes suggest the cell type is most likely: neuron.",28,image,,0.0393943600356578,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"Below is a list of 200 genes ordered by descending expression in a Human cell. Use this information to determine the cell type.
Cell sentence:.
These genes suggest the cell type is most likely: neuron.",28,spatial_knn,,0.0362680181860923,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"CD8-positive, alpha-beta T cell.",43,train_mean,0.0023520719259977,0.0959813222289085,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"CD8-positive, alpha-beta T cell.",43,coordinate,0.1070733219385147,0.0789445787668228,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"CD8-positive, alpha-beta T cell.",43,image,-0.0225269086658954,0.0501818843185901,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"CD8-positive, alpha-beta T cell.",43,spatial_knn,0.0126236453652381,0.0286675859242677,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"Examine the list of 200 gene names sorted by decreasing expression in a Human cell, and from this, identify its cell type.
Cell sentence:.
These genes are commonly found in cell type: neuron.",27,train_mean,,0.0976804122328758,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"Examine the list of 200 gene names sorted by decreasing expression in a Human cell, and from this, identify its cell type.
Cell sentence:.
These genes are commonly found in cell type: neuron.",27,coordinate,,0.0581620447337627,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"Examine the list of 200 gene names sorted by decreasing expression in a Human cell, and from this, identify its cell type.
Cell sentence:.
These genes are commonly found in cell type: neuron.",27,image,,0.0460000373423099,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"Examine the list of 200 gene names sorted by decreasing expression in a Human cell, and from this, identify its cell type.
Cell sentence:.
These genes are commonly found in cell type: neuron.",27,spatial_knn,,0.0557724870741367,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"From the list of 200 gene names ordered by decreasing expression level in a Human cell, infer the cell type of the cell.
Cell sentence:.
These genes suggest the cell type is most likely: neuron.",24,train_mean,,0.0976804122328758,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"From the list of 200 gene names ordered by decreasing expression level in a Human cell, infer the cell type of the cell.
Cell sentence:.
These genes suggest the cell type is most likely: neuron.",24,coordinate,,0.0679065585136413,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"From the list of 200 gene names ordered by decreasing expression level in a Human cell, infer the cell type of the cell.
Cell sentence:.
These genes suggest the cell type is most likely: neuron.",24,image,,0.0507621839642524,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"From the list of 200 gene names ordered by decreasing expression level in a Human cell, infer the cell type of the cell.
Cell sentence:.
These genes suggest the cell type is most likely: neuron.",24,spatial_knn,,0.042123194783926,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"From the list of 200 gene names sorted by decreasing expression levels in a Human cell, predict the cell type.
Cell sentence:.
The genes provided are most commonly expressed in cell type: neuron.",28,train_mean,,0.0976804122328758,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"From the list of 200 gene names sorted by decreasing expression levels in a Human cell, predict the cell type.
Cell sentence:.
The genes provided are most commonly expressed in cell type: neuron.",28,coordinate,,0.0841076895594596,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"From the list of 200 gene names sorted by decreasing expression levels in a Human cell, predict the cell type.
Cell sentence:.
The genes provided are most commonly expressed in cell type: neuron.",28,image,,0.0404676012694835,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"From the list of 200 gene names sorted by decreasing expression levels in a Human cell, predict the cell type.
Cell sentence:.
The genes provided are most commonly expressed in cell type: neuron.",28,spatial_knn,,0.0395052842795848,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"Here is a list of 200 genes in order of descending expression level from a Human cell. Identify the cell type of this cell based on this information.
Cell sentence:.
The expected cell type based on these genes is: neuron.",32,train_mean,,0.0976804122328758,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"Here is a list of 200 genes in order of descending expression level from a Human cell. Identify the cell type of this cell based on this information.
Cell sentence:.
The expected cell type based on these genes is: neuron.",32,coordinate,,0.0780016183853149,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"Here is a list of 200 genes in order of descending expression level from a Human cell. Identify the cell type of this cell based on this information.
Cell sentence:.
The expected cell type based on these genes is: neuron.",32,image,,0.036481998860836,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"Here is a list of 200 genes in order of descending expression level from a Human cell. Identify the cell type of this cell based on this information.
Cell sentence:.
The expected cell type based on these genes is: neuron.",32,spatial_knn,,0.0268629025667905,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"Here is a list of 200 genes ordered by expression level in a Human cell. Based on this information, identify the cell type.
Cell sentence:.
Based on the expression levels, the cell type would likely be: neuron.",34,train_mean,,0.0976804047822952,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"Here is a list of 200 genes ordered by expression level in a Human cell. Based on this information, identify the cell type.
Cell sentence:.
Based on the expression levels, the cell type would likely be: neuron.",34,coordinate,,0.0686248391866684,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"Here is a list of 200 genes ordered by expression level in a Human cell. Based on this information, identify the cell type.
Cell sentence:.
Based on the expression levels, the cell type would likely be: neuron.",34,image,,0.0446089096367359,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"Here is a list of 200 genes ordered by expression level in a Human cell. Based on this information, identify the cell type.
Cell sentence:.
Based on the expression levels, the cell type would likely be: neuron.",34,spatial_knn,,0.0441545620560646,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"The 200 gene names below are arranged by descending expression level in a Human cell. Determine the cell type of this cell.
Cell sentence:.
The cell type that these genes are most commonly linked with is: neuron.",31,train_mean,,0.0976804122328758,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"The 200 gene names below are arranged by descending expression level in a Human cell. Determine the cell type of this cell.
Cell sentence:.
The cell type that these genes are most commonly linked with is: neuron.",31,coordinate,,0.1041228324174881,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"The 200 gene names below are arranged by descending expression level in a Human cell. Determine the cell type of this cell.
Cell sentence:.
The cell type that these genes are most commonly linked with is: neuron.",31,image,,0.046294342726469,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"The 200 gene names below are arranged by descending expression level in a Human cell. Determine the cell type of this cell.
Cell sentence:.
The cell type that these genes are most commonly linked with is: neuron.",31,spatial_knn,,0.042704164981842,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"The 200 gene names below are listed by descending expression level in a Human cell. Predict the cell type based on this information.
Cell sentence:.
These genes are indicative of cell type: neuron.",29,train_mean,,0.0976804122328758,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"The 200 gene names below are listed by descending expression level in a Human cell. Predict the cell type based on this information.
Cell sentence:.
These genes are indicative of cell type: neuron.",29,coordinate,,0.0535250343382358,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"The 200 gene names below are listed by descending expression level in a Human cell. Predict the cell type based on this information.
Cell sentence:.
These genes are indicative of cell type: neuron.",29,image,,0.0414877273142337,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"The 200 gene names below are listed by descending expression level in a Human cell. Predict the cell type based on this information.
Cell sentence:.
These genes are indicative of cell type: neuron.",29,spatial_knn,,0.0534709431231021,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"The following list contains 200 gene names ordered by descending expression level in a Human cell. Deduce the cell type based on this.
Cell sentence:.
These genes typically correspond to cell type: CD74 MALAT1 RPLP1 RPL41 RPL10 RPS12 RPL13 RPL32 RPS18 RPL18A RPL28 RPS8 RPL19 RPS23 RPS19 RPL11 RPS27A RPL30 RPS15A RPS3A RPL39 RPS28 RPS15 RPL12 RPS27 RPL8 RPL29 RPS13 RPL7A RPS3 RPL34 RPS14 RPL18 RPS7 RPLP0 RPL35A RPS5 RPLP2 RPS24 RPL37 RPS4X RPL3 RPS21 RPL36 RPS6 RPL5 RPL14 RPS25 RPL35 RPS9 RPL6 RPL15 RPL9 RPSA RPL21 RPL10A RPL23A RPS2 RPL24 RPL37A RPS16 RPL13A RPL22 RPS29 EEF1B2 RPL7 RACK1 RPL4 RPL31 RPL27 RPS26 RPL38 RPL26 RPS11 RPL27A TPT1 RPS20 EEF1D NACA RPL23 PTMA RPS4Y1 FAU RPL17 TMSB10 EEF2 UBA52 RPL36A PFDN5 EEF1G B2M RPS17 TMSB4X FTL ACTB HLA-DRA HLA-DRB1 HLA-DPA1 HLA-DPB1 HLA-B EIF1 PABPC1 CD37 HLA-DQA1 HLA-C BTF3 COX4I1 NPM1 HLA-DRB5 HLA-DQB1 HNRNPA1 PFN1 CD79A FTH1 H3-3B NME2 TOMM7 HLA-DMA H3-3A RPL36AL HLA-E RPL22L1 EIF3E PPDPF TMA7 EIF3F CD52 RPS10 EIF3K RPL36AL HLA-A EIF3H NOP53 RPS4Y2 HINT1 RPL35 PPIA UBC EIF3L EIF3F PNRC1 EIF3K RPS15P4 RPL8 TSC22D3 HNRNPA2B1 EIF3H SERF2 RPL23 ATP5MC2 RPL31-AS1 EIF4A2 RPL7P9 ATP5F1E NAP1L1 RPL10P9 UQCRH EIF3G EIF3M SLC25A6 EIF3D PSMB9 TMEM258 RPS3AP6 UQCRB RPL22L2 RPL36P2 RPSAP9 EIF3E-AS1 RPL10P6 RPL13AP5 EIF4A1 RPL26P19 RPSAP9 PSMB1 ATP5MG RPL3P4 RPL9P9 RPSAP8 RPSAP4 SNHG29 RPL26P6 RPL24P8 RPSAP2 RPL13AP25 RPSAP18 RPL15P2 RPL37P2 RPSAP6 RPL13AP7.
These genes typically correspond to cell type: memory B cell.",25,train_mean,,0.0976804122328758,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"The following list contains 200 gene names ordered by descending expression level in a Human cell. Deduce the cell type based on this.
Cell sentence:.
These genes typically correspond to cell type: CD74 MALAT1 RPLP1 RPL41 RPL10 RPS12 RPL13 RPL32 RPS18 RPL18A RPL28 RPS8 RPL19 RPS23 RPS19 RPL11 RPS27A RPL30 RPS15A RPS3A RPL39 RPS28 RPS15 RPL12 RPS27 RPL8 RPL29 RPS13 RPL7A RPS3 RPL34 RPS14 RPL18 RPS7 RPLP0 RPL35A RPS5 RPLP2 RPS24 RPL37 RPS4X RPL3 RPS21 RPL36 RPS6 RPL5 RPL14 RPS25 RPL35 RPS9 RPL6 RPL15 RPL9 RPSA RPL21 RPL10A RPL23A RPS2 RPL24 RPL37A RPS16 RPL13A RPL22 RPS29 EEF1B2 RPL7 RACK1 RPL4 RPL31 RPL27 RPS26 RPL38 RPL26 RPS11 RPL27A TPT1 RPS20 EEF1D NACA RPL23 PTMA RPS4Y1 FAU RPL17 TMSB10 EEF2 UBA52 RPL36A PFDN5 EEF1G B2M RPS17 TMSB4X FTL ACTB HLA-DRA HLA-DRB1 HLA-DPA1 HLA-DPB1 HLA-B EIF1 PABPC1 CD37 HLA-DQA1 HLA-C BTF3 COX4I1 NPM1 HLA-DRB5 HLA-DQB1 HNRNPA1 PFN1 CD79A FTH1 H3-3B NME2 TOMM7 HLA-DMA H3-3A RPL36AL HLA-E RPL22L1 EIF3E PPDPF TMA7 EIF3F CD52 RPS10 EIF3K RPL36AL HLA-A EIF3H NOP53 RPS4Y2 HINT1 RPL35 PPIA UBC EIF3L EIF3F PNRC1 EIF3K RPS15P4 RPL8 TSC22D3 HNRNPA2B1 EIF3H SERF2 RPL23 ATP5MC2 RPL31-AS1 EIF4A2 RPL7P9 ATP5F1E NAP1L1 RPL10P9 UQCRH EIF3G EIF3M SLC25A6 EIF3D PSMB9 TMEM258 RPS3AP6 UQCRB RPL22L2 RPL36P2 RPSAP9 EIF3E-AS1 RPL10P6 RPL13AP5 EIF4A1 RPL26P19 RPSAP9 PSMB1 ATP5MG RPL3P4 RPL9P9 RPSAP8 RPSAP4 SNHG29 RPL26P6 RPL24P8 RPSAP2 RPL13AP25 RPSAP18 RPL15P2 RPL37P2 RPSAP6 RPL13AP7.
These genes typically correspond to cell type: memory B cell.",25,coordinate,,0.0743983462452888,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"The following list contains 200 gene names ordered by descending expression level in a Human cell. Deduce the cell type based on this.
Cell sentence:.
These genes typically correspond to cell type: CD74 MALAT1 RPLP1 RPL41 RPL10 RPS12 RPL13 RPL32 RPS18 RPL18A RPL28 RPS8 RPL19 RPS23 RPS19 RPL11 RPS27A RPL30 RPS15A RPS3A RPL39 RPS28 RPS15 RPL12 RPS27 RPL8 RPL29 RPS13 RPL7A RPS3 RPL34 RPS14 RPL18 RPS7 RPLP0 RPL35A RPS5 RPLP2 RPS24 RPL37 RPS4X RPL3 RPS21 RPL36 RPS6 RPL5 RPL14 RPS25 RPL35 RPS9 RPL6 RPL15 RPL9 RPSA RPL21 RPL10A RPL23A RPS2 RPL24 RPL37A RPS16 RPL13A RPL22 RPS29 EEF1B2 RPL7 RACK1 RPL4 RPL31 RPL27 RPS26 RPL38 RPL26 RPS11 RPL27A TPT1 RPS20 EEF1D NACA RPL23 PTMA RPS4Y1 FAU RPL17 TMSB10 EEF2 UBA52 RPL36A PFDN5 EEF1G B2M RPS17 TMSB4X FTL ACTB HLA-DRA HLA-DRB1 HLA-DPA1 HLA-DPB1 HLA-B EIF1 PABPC1 CD37 HLA-DQA1 HLA-C BTF3 COX4I1 NPM1 HLA-DRB5 HLA-DQB1 HNRNPA1 PFN1 CD79A FTH1 H3-3B NME2 TOMM7 HLA-DMA H3-3A RPL36AL HLA-E RPL22L1 EIF3E PPDPF TMA7 EIF3F CD52 RPS10 EIF3K RPL36AL HLA-A EIF3H NOP53 RPS4Y2 HINT1 RPL35 PPIA UBC EIF3L EIF3F PNRC1 EIF3K RPS15P4 RPL8 TSC22D3 HNRNPA2B1 EIF3H SERF2 RPL23 ATP5MC2 RPL31-AS1 EIF4A2 RPL7P9 ATP5F1E NAP1L1 RPL10P9 UQCRH EIF3G EIF3M SLC25A6 EIF3D PSMB9 TMEM258 RPS3AP6 UQCRB RPL22L2 RPL36P2 RPSAP9 EIF3E-AS1 RPL10P6 RPL13AP5 EIF4A1 RPL26P19 RPSAP9 PSMB1 ATP5MG RPL3P4 RPL9P9 RPSAP8 RPSAP4 SNHG29 RPL26P6 RPL24P8 RPSAP2 RPL13AP25 RPSAP18 RPL15P2 RPL37P2 RPSAP6 RPL13AP7.
These genes typically correspond to cell type: memory B cell.",25,image,,0.0343537740409374,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
"The following list contains 200 gene names ordered by descending expression level in a Human cell. Deduce the cell type based on this.
Cell sentence:.
These genes typically correspond to cell type: CD74 MALAT1 RPLP1 RPL41 RPL10 RPS12 RPL13 RPL32 RPS18 RPL18A RPL28 RPS8 RPL19 RPS23 RPS19 RPL11 RPS27A RPL30 RPS15A RPS3A RPL39 RPS28 RPS15 RPL12 RPS27 RPL8 RPL29 RPS13 RPL7A RPS3 RPL34 RPS14 RPL18 RPS7 RPLP0 RPL35A RPS5 RPLP2 RPS24 RPL37 RPS4X RPL3 RPS21 RPL36 RPS6 RPL5 RPL14 RPS25 RPL35 RPS9 RPL6 RPL15 RPL9 RPSA RPL21 RPL10A RPL23A RPS2 RPL24 RPL37A RPS16 RPL13A RPL22 RPS29 EEF1B2 RPL7 RACK1 RPL4 RPL31 RPL27 RPS26 RPL38 RPL26 RPS11 RPL27A TPT1 RPS20 EEF1D NACA RPL23 PTMA RPS4Y1 FAU RPL17 TMSB10 EEF2 UBA52 RPL36A PFDN5 EEF1G B2M RPS17 TMSB4X FTL ACTB HLA-DRA HLA-DRB1 HLA-DPA1 HLA-DPB1 HLA-B EIF1 PABPC1 CD37 HLA-DQA1 HLA-C BTF3 COX4I1 NPM1 HLA-DRB5 HLA-DQB1 HNRNPA1 PFN1 CD79A FTH1 H3-3B NME2 TOMM7 HLA-DMA H3-3A RPL36AL HLA-E RPL22L1 EIF3E PPDPF TMA7 EIF3F CD52 RPS10 EIF3K RPL36AL HLA-A EIF3H NOP53 RPS4Y2 HINT1 RPL35 PPIA UBC EIF3L EIF3F PNRC1 EIF3K RPS15P4 RPL8 TSC22D3 HNRNPA2B1 EIF3H SERF2 RPL23 ATP5MC2 RPL31-AS1 EIF4A2 RPL7P9 ATP5F1E NAP1L1 RPL10P9 UQCRH EIF3G EIF3M SLC25A6 EIF3D PSMB9 TMEM258 RPS3AP6 UQCRB RPL22L2 RPL36P2 RPSAP9 EIF3E-AS1 RPL10P6 RPL13AP5 EIF4A1 RPL26P19 RPSAP9 PSMB1 ATP5MG RPL3P4 RPL9P9 RPSAP8 RPSAP4 SNHG29 RPL26P6 RPL24P8 RPSAP2 RPL13AP25 RPSAP18 RPL15P2 RPL37P2 RPSAP6 RPL13AP7.
These genes typically correspond to cell type: memory B cell.",25,spatial_knn,,0.0363664552569389,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
cardiac muscle myoblast.,28,train_mean,0.404309332370758,0.1027621626853942,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
cardiac muscle myoblast.,28,coordinate,-0.7131035327911377,0.1316633969545364,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
cardiac muscle myoblast.,28,image,0.8761957287788391,0.0490524545311927,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
cardiac muscle myoblast.,28,spatial_knn,0.8346279263496399,0.0560521259903907,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
endothelial cell of lymphatic vessel.,53,train_mean,0.0737649276852607,0.094799019396305,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
endothelial cell of lymphatic vessel.,53,coordinate,0.0397452488541603,0.068446047604084,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
endothelial cell of lymphatic vessel.,53,image,0.1156820431351661,0.0455860272049903,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
endothelial cell of lymphatic vessel.,53,spatial_knn,-0.005112032406032,0.0405960641801357,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
endothelial cell of vascular tree.,105,train_mean,0.6184244751930237,0.0661192834377288,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
endothelial cell of vascular tree.,105,coordinate,-0.4076979756355285,0.1084466204047203,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
endothelial cell of vascular tree.,105,image,0.7986749410629272,0.0409598685801029,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
endothelial cell of vascular tree.,105,spatial_knn,0.5115416049957275,0.0636509880423545,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
endothelial cell.,792,train_mean,0.3928941190242767,0.114169456064701,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
endothelial cell.,792,coordinate,-0.2176257520914077,0.162499114871025,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
endothelial cell.,792,image,0.4849509000778198,0.1091579049825668,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
endothelial cell.,792,spatial_knn,0.3865699768066406,0.1208233907818794,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
fibroblast of cardiac tissue.,66,train_mean,0.590018630027771,0.1124455034732818,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
fibroblast of cardiac tissue.,66,coordinate,0.2035651355981826,0.1499752849340438,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
fibroblast of cardiac tissue.,66,image,0.8502703905105591,0.0846821963787078,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
fibroblast of cardiac tissue.,66,spatial_knn,0.6298434734344482,0.1094220653176307,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
fibroblast.,283,train_mean,0.6271169781684875,0.1492636799812317,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
fibroblast.,283,coordinate,0.0834129378199577,0.2053206413984298,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
fibroblast.,283,image,0.8951005935668945,0.1156827211380004,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
fibroblast.,283,spatial_knn,0.6275408267974854,0.1491907835006714,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
macrophage.,157,train_mean,0.1828057914972305,0.1436769813299179,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
macrophage.,157,coordinate,0.0375728979706764,0.1678178459405899,HSDX009,conch,0,1.0,200,human,skin,non-diseased section 1
