cell_type,n_cells,model,pseudobulk_pearson,pseudobulk_rmse_log1p,sample,encoder,seed,ratio,n_genes,species,organ,condition
fibroblast.,499,train_mean,0.3871574401855469,0.3776871860027313,HBCA041,conch,2,1.0,200,human,breast,breast IDC
fibroblast.,499,coordinate,0.5503481030464172,0.3234384655952453,HBCA041,conch,2,1.0,200,human,breast,breast IDC
fibroblast.,499,image,0.9276351928710938,0.1701651215553283,HBCA041,conch,2,1.0,200,human,breast,breast IDC
fibroblast.,499,spatial_knn,0.6498180031776428,0.2951885461807251,HBCA041,conch,2,1.0,200,human,breast,breast IDC
goblet cell.,266,train_mean,0.8556869029998779,0.2519128620624542,HBCA041,conch,2,1.0,200,human,breast,breast IDC
goblet cell.,266,coordinate,0.5997201800346375,0.3551821708679199,HBCA041,conch,2,1.0,200,human,breast,breast IDC
goblet cell.,266,image,0.9753057956695556,0.1195254251360893,HBCA041,conch,2,1.0,200,human,breast,breast IDC
goblet cell.,266,spatial_knn,0.7277703285217285,0.3116552829742431,HBCA041,conch,2,1.0,200,human,breast,breast IDC
macrophage.,236,train_mean,0.2428767830133438,0.3204639554023742,HBCA041,conch,2,1.0,200,human,breast,breast IDC
macrophage.,236,coordinate,0.5945938229560852,0.2220830917358398,HBCA041,conch,2,1.0,200,human,breast,breast IDC
macrophage.,236,image,0.8042120337486267,0.1539420485496521,HBCA041,conch,2,1.0,200,human,breast,breast IDC
macrophage.,236,spatial_knn,0.5988340973854065,0.2184432744979858,HBCA041,conch,2,1.0,200,human,breast,breast IDC
mammary alveolar cell.,24,train_mean,0.9309152364730836,0.1766237616539001,HBCA041,conch,2,1.0,200,human,breast,breast IDC
mammary alveolar cell.,24,coordinate,0.7162391543388367,0.2723545432090759,HBCA041,conch,2,1.0,200,human,breast,breast IDC
mammary alveolar cell.,24,image,0.9439654350280762,0.1628309190273285,HBCA041,conch,2,1.0,200,human,breast,breast IDC
mammary alveolar cell.,24,spatial_knn,0.8563128709793091,0.2139524221420288,HBCA041,conch,2,1.0,200,human,breast,breast IDC
natural killer cell.,33,train_mean,0.1778949201107025,0.335360050201416,HBCA041,conch,2,1.0,200,human,breast,breast IDC
natural killer cell.,33,coordinate,0.5044910907745361,0.2550497055053711,HBCA041,conch,2,1.0,200,human,breast,breast IDC
natural killer cell.,33,image,0.7666067481040955,0.1533095836639404,HBCA041,conch,2,1.0,200,human,breast,breast IDC
natural killer cell.,33,spatial_knn,0.4311715960502624,0.25904181599617,HBCA041,conch,2,1.0,200,human,breast,breast IDC
secretory cell.,149,train_mean,0.9195349812507628,0.1837517917156219,HBCA041,conch,2,1.0,200,human,breast,breast IDC
secretory cell.,149,coordinate,0.6527819037437439,0.3029843270778656,HBCA041,conch,2,1.0,200,human,breast,breast IDC
secretory cell.,149,image,0.9721682071685792,0.1330692321062088,HBCA041,conch,2,1.0,200,human,breast,breast IDC
secretory cell.,149,spatial_knn,0.7631961107254028,0.2626771628856659,HBCA041,conch,2,1.0,200,human,breast,breast IDC
smooth muscle cell.,30,train_mean,0.4642871618270874,0.2744341790676117,HBCA041,conch,2,1.0,200,human,breast,breast IDC
smooth muscle cell.,30,coordinate,0.5314620733261108,0.2417985945940017,HBCA041,conch,2,1.0,200,human,breast,breast IDC
smooth muscle cell.,30,image,0.7231754064559937,0.1680365800857544,HBCA041,conch,2,1.0,200,human,breast,breast IDC
smooth muscle cell.,30,spatial_knn,0.5817412734031677,0.2462293803691864,HBCA041,conch,2,1.0,200,human,breast,breast IDC
stratified epithelial cell.,66,train_mean,0.8509854674339294,0.1999891698360443,HBCA041,conch,2,1.0,200,human,breast,breast IDC
stratified epithelial cell.,66,coordinate,0.6330059170722961,0.2887608706951141,HBCA041,conch,2,1.0,200,human,breast,breast IDC
stratified epithelial cell.,66,image,0.9631720781326294,0.0997799187898635,HBCA041,conch,2,1.0,200,human,breast,breast IDC
stratified epithelial cell.,66,spatial_knn,0.7988341450691223,0.2296388745307922,HBCA041,conch,2,1.0,200,human,breast,breast IDC
stromal cell.,55,train_mean,0.4248863458633423,0.2976876497268677,HBCA041,conch,2,1.0,200,human,breast,breast IDC
stromal cell.,55,coordinate,0.5918580889701843,0.2463254630565643,HBCA041,conch,2,1.0,200,human,breast,breast IDC
stromal cell.,55,image,0.8731962442398071,0.1401249319314956,HBCA041,conch,2,1.0,200,human,breast,breast IDC
stromal cell.,55,spatial_knn,0.7035277485847473,0.2184157073497772,HBCA041,conch,2,1.0,200,human,breast,breast IDC
B cell.,39,train_mean,0.2875106930732727,0.2932066917419433,HBCA041,conch,3,1.0,200,human,breast,breast IDC
B cell.,39,coordinate,0.1824418008327484,0.383152425289154,HBCA041,conch,3,1.0,200,human,breast,breast IDC
B cell.,39,image,0.7290983200073242,0.1257297098636627,HBCA041,conch,3,1.0,200,human,breast,breast IDC
B cell.,39,spatial_knn,0.2463758289813995,0.3192619979381561,HBCA041,conch,3,1.0,200,human,breast,breast IDC
T cell.,70,train_mean,0.2052986919879913,0.316005676984787,HBCA041,conch,3,1.0,200,human,breast,breast IDC
T cell.,70,coordinate,0.1298766434192657,0.338853657245636,HBCA041,conch,3,1.0,200,human,breast,breast IDC
T cell.,70,image,0.754440426826477,0.1378416866064071,HBCA041,conch,3,1.0,200,human,breast,breast IDC
T cell.,70,spatial_knn,0.1807862520217895,0.3255976140499115,HBCA041,conch,3,1.0,200,human,breast,breast IDC
basal cell.,20,train_mean,0.6014071702957153,0.2564241886138916,HBCA041,conch,3,1.0,200,human,breast,breast IDC
basal cell.,20,coordinate,0.5643128156661987,0.2720331847667694,HBCA041,conch,3,1.0,200,human,breast,breast IDC
basal cell.,20,image,0.7453121542930603,0.2083946168422699,HBCA041,conch,3,1.0,200,human,breast,breast IDC
basal cell.,20,spatial_knn,0.5321969985961914,0.2827350497245788,HBCA041,conch,3,1.0,200,human,breast,breast IDC
ciliated cell.,112,train_mean,0.8504689931869507,0.2354473173618316,HBCA041,conch,3,1.0,200,human,breast,breast IDC
ciliated cell.,112,coordinate,0.9291092157363892,0.1634621322154998,HBCA041,conch,3,1.0,200,human,breast,breast IDC
ciliated cell.,112,image,0.9828901886940002,0.1127373948693275,HBCA041,conch,3,1.0,200,human,breast,breast IDC
ciliated cell.,112,spatial_knn,0.8492154479026794,0.2310303896665573,HBCA041,conch,3,1.0,200,human,breast,breast IDC
cultured cell.,281,train_mean,0.8677493333816528,0.2079015076160431,HBCA041,conch,3,1.0,200,human,breast,breast IDC
cultured cell.,281,coordinate,0.9354315400123596,0.148119106888771,HBCA041,conch,3,1.0,200,human,breast,breast IDC
cultured cell.,281,image,0.9843433499336244,0.1001832708716392,HBCA041,conch,3,1.0,200,human,breast,breast IDC
cultured cell.,281,spatial_knn,0.8828269243240356,0.1938901841640472,HBCA041,conch,3,1.0,200,human,breast,breast IDC
endothelial cell.,185,train_mean,0.5581260919570923,0.2431222945451736,HBCA041,conch,3,1.0,200,human,breast,breast IDC
endothelial cell.,185,coordinate,0.4610782563686371,0.3140478730201721,HBCA041,conch,3,1.0,200,human,breast,breast IDC
endothelial cell.,185,image,0.7614891529083252,0.1727812737226486,HBCA041,conch,3,1.0,200,human,breast,breast IDC
endothelial cell.,185,spatial_knn,0.5085219740867615,0.2735445201396942,HBCA041,conch,3,1.0,200,human,breast,breast IDC
epithelial cell of lower respiratory tract.,20,train_mean,0.8784584999084473,0.1609733551740646,HBCA041,conch,3,1.0,200,human,breast,breast IDC
epithelial cell of lower respiratory tract.,20,coordinate,0.931595265865326,0.1701036244630813,HBCA041,conch,3,1.0,200,human,breast,breast IDC
epithelial cell of lower respiratory tract.,20,image,0.934468388557434,0.1114862859249115,HBCA041,conch,3,1.0,200,human,breast,breast IDC
epithelial cell of lower respiratory tract.,20,spatial_knn,0.8557133674621582,0.155775636434555,HBCA041,conch,3,1.0,200,human,breast,breast IDC
fibroblast.,355,train_mean,0.6571507453918457,0.2699075639247894,HBCA041,conch,3,1.0,200,human,breast,breast IDC
fibroblast.,355,coordinate,0.5240619778633118,0.3284782469272613,HBCA041,conch,3,1.0,200,human,breast,breast IDC
fibroblast.,355,image,0.9565577507019044,0.1550150364637375,HBCA041,conch,3,1.0,200,human,breast,breast IDC
fibroblast.,355,spatial_knn,0.6474447846412659,0.2762699127197265,HBCA041,conch,3,1.0,200,human,breast,breast IDC
goblet cell.,413,train_mean,0.8570614457130432,0.233544111251831,HBCA041,conch,3,1.0,200,human,breast,breast IDC
goblet cell.,413,coordinate,0.9345126748085022,0.1597812622785568,HBCA041,conch,3,1.0,200,human,breast,breast IDC
goblet cell.,413,image,0.9865209460258484,0.1134746223688125,HBCA041,conch,3,1.0,200,human,breast,breast IDC
goblet cell.,413,spatial_knn,0.8576520085334778,0.2283266931772232,HBCA041,conch,3,1.0,200,human,breast,breast IDC
macrophage.,218,train_mean,0.4442254304885864,0.2601737976074219,HBCA041,conch,3,1.0,200,human,breast,breast IDC
macrophage.,218,coordinate,0.3069479167461395,0.3293775618076324,HBCA041,conch,3,1.0,200,human,breast,breast IDC
macrophage.,218,image,0.7472026348114014,0.1601635813713073,HBCA041,conch,3,1.0,200,human,breast,breast IDC
macrophage.,218,spatial_knn,0.4139596819877624,0.2856655418872833,HBCA041,conch,3,1.0,200,human,breast,breast IDC
mammary alveolar cell.,69,train_mean,0.94118732213974,0.2210400700569152,HBCA041,conch,3,1.0,200,human,breast,breast IDC
mammary alveolar cell.,69,coordinate,0.9222684502601624,0.19214528799057,HBCA041,conch,3,1.0,200,human,breast,breast IDC
mammary alveolar cell.,69,image,0.9486971497535706,0.2235347926616668,HBCA041,conch,3,1.0,200,human,breast,breast IDC
mammary alveolar cell.,69,spatial_knn,0.9381110072135924,0.2322531044483184,HBCA041,conch,3,1.0,200,human,breast,breast IDC
secretory cell.,296,train_mean,0.9285393953323364,0.1998010575771331,HBCA041,conch,3,1.0,200,human,breast,breast IDC
secretory cell.,296,coordinate,0.9810868501663208,0.107982337474823,HBCA041,conch,3,1.0,200,human,breast,breast IDC
secretory cell.,296,image,0.9796012043952942,0.1596540361642837,HBCA041,conch,3,1.0,200,human,breast,breast IDC
secretory cell.,296,spatial_knn,0.9132969975471495,0.2052394300699234,HBCA041,conch,3,1.0,200,human,breast,breast IDC
smooth muscle cell.,39,train_mean,0.6136434674263,0.2345980405807495,HBCA041,conch,3,1.0,200,human,breast,breast IDC
smooth muscle cell.,39,coordinate,0.5227007269859314,0.3011488318443298,HBCA041,conch,3,1.0,200,human,breast,breast IDC
smooth muscle cell.,39,image,0.8084564208984375,0.159254178404808,HBCA041,conch,3,1.0,200,human,breast,breast IDC
smooth muscle cell.,39,spatial_knn,0.5839698910713196,0.2452753633260727,HBCA041,conch,3,1.0,200,human,breast,breast IDC
stratified epithelial cell.,71,train_mean,0.8655932545661926,0.1906864494085312,HBCA041,conch,3,1.0,200,human,breast,breast IDC
stratified epithelial cell.,71,coordinate,0.9315081238746644,0.1383198052644729,HBCA041,conch,3,1.0,200,human,breast,breast IDC
stratified epithelial cell.,71,image,0.9711965918540956,0.1110812202095985,HBCA041,conch,3,1.0,200,human,breast,breast IDC
stratified epithelial cell.,71,spatial_knn,0.8898302912712097,0.1691343635320663,HBCA041,conch,3,1.0,200,human,breast,breast IDC
stromal cell.,31,train_mean,0.6400070786476135,0.2340224534273147,HBCA041,conch,3,1.0,200,human,breast,breast IDC
stromal cell.,31,coordinate,0.5265493988990784,0.2901912331581116,HBCA041,conch,3,1.0,200,human,breast,breast IDC
stromal cell.,31,image,0.8843259215354919,0.1203169599175453,HBCA041,conch,3,1.0,200,human,breast,breast IDC
stromal cell.,31,spatial_knn,0.5598224997520447,0.2531008720397949,HBCA041,conch,3,1.0,200,human,breast,breast IDC
tracheal goblet cell.,24,train_mean,0.828559935092926,0.2422743439674377,HBCA041,conch,3,1.0,200,human,breast,breast IDC
tracheal goblet cell.,24,coordinate,0.9139296412467957,0.1767611354589462,HBCA041,conch,3,1.0,200,human,breast,breast IDC
tracheal goblet cell.,24,image,0.9660504460334778,0.1329080015420913,HBCA041,conch,3,1.0,200,human,breast,breast IDC
tracheal goblet cell.,24,spatial_knn,0.7752621173858643,0.2628310322761535,HBCA041,conch,3,1.0,200,human,breast,breast IDC
endothelial cell of vascular tree.,27,train_mean,0.8191725611686707,0.2848767638206482,HBCD036,conch,0,1.0,200,human,brain,glioblastoma
endothelial cell of vascular tree.,27,coordinate,0.8136518597602844,0.310895174741745,HBCD036,conch,0,1.0,200,human,brain,glioblastoma
endothelial cell of vascular tree.,27,image,0.8355317711830139,0.210467591881752,HBCD036,conch,0,1.0,200,human,brain,glioblastoma
endothelial cell of vascular tree.,27,spatial_knn,0.7899495363235474,0.2943339049816131,HBCD036,conch,0,1.0,200,human,brain,glioblastoma
endothelial cell.,127,train_mean,0.6091139912605286,0.3697167336940765,HBCD036,conch,0,1.0,200,human,brain,glioblastoma
endothelial cell.,127,coordinate,0.5957889556884766,0.3816731572151184,HBCD036,conch,0,1.0,200,human,brain,glioblastoma
endothelial cell.,127,image,0.8626589775085449,0.2188441455364227,HBCD036,conch,0,1.0,200,human,brain,glioblastoma
endothelial cell.,127,spatial_knn,0.5744321942329407,0.3868686258792877,HBCD036,conch,0,1.0,200,human,brain,glioblastoma
macrophage.,183,train_mean,0.8172628283500671,0.2340873330831527,HBCD036,conch,0,1.0,200,human,brain,glioblastoma
macrophage.,183,coordinate,0.8021050095558167,0.248441681265831,HBCD036,conch,0,1.0,200,human,brain,glioblastoma
macrophage.,183,image,0.8360875248908997,0.2113340198993683,HBCD036,conch,0,1.0,200,human,brain,glioblastoma
macrophage.,183,spatial_knn,0.8041892647743225,0.2510539591312408,HBCD036,conch,0,1.0,200,human,brain,glioblastoma
malignant cell in a Homo sapiens cell.,29,train_mean,0.4537183046340942,0.5082215070724487,HBCD036,conch,0,1.0,200,human,brain,glioblastoma
malignant cell in a Homo sapiens cell.,29,coordinate,0.4842270612716675,0.5655103921890259,HBCD036,conch,0,1.0,200,human,brain,glioblastoma
malignant cell in a Homo sapiens cell.,29,image,0.1928958892822265,0.2324319183826446,HBCD036,conch,0,1.0,200,human,brain,glioblastoma
malignant cell in a Homo sapiens cell.,29,spatial_knn,0.4998086094856262,0.4579109847545624,HBCD036,conch,0,1.0,200,human,brain,glioblastoma
malignant cell.,1802,train_mean,0.9820113182067872,0.0838137343525886,HBCD036,conch,0,1.0,200,human,brain,glioblastoma
malignant cell.,1802,coordinate,0.9668466448783876,0.1123624667525291,HBCD036,conch,0,1.0,200,human,brain,glioblastoma
malignant cell.,1802,image,0.9852367639541626,0.0769066214561462,HBCD036,conch,0,1.0,200,human,brain,glioblastoma
malignant cell.,1802,spatial_knn,0.9880237579345704,0.0671437233686447,HBCD036,conch,0,1.0,200,human,brain,glioblastoma
T cell.,20,train_mean,0.6964308023452759,0.3098278045654297,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
T cell.,20,coordinate,0.6823610067367554,0.3450346291065216,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
T cell.,20,image,0.7251149415969849,0.2724259197711944,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
T cell.,20,spatial_knn,0.6961885094642639,0.2912472188472748,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
endothelial cell of vascular tree.,39,train_mean,0.855839729309082,0.2270056456327438,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
endothelial cell of vascular tree.,39,coordinate,0.8383748531341553,0.2318301647901535,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
endothelial cell of vascular tree.,39,image,0.892169713973999,0.1921087503433227,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
endothelial cell of vascular tree.,39,spatial_knn,0.8465321063995361,0.2257674485445022,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
endothelial cell.,147,train_mean,0.6673023104667664,0.3436371982097626,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
endothelial cell.,147,coordinate,0.7387925386428833,0.2992630898952484,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
endothelial cell.,147,image,0.8298916220664978,0.2394101321697235,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
endothelial cell.,147,spatial_knn,0.7025290727615356,0.3169595003128052,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
fibroblast.,37,train_mean,0.7238154411315918,0.3129515647888183,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
fibroblast.,37,coordinate,0.8280330896377563,0.2993216514587402,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
fibroblast.,37,image,0.8194988369941711,0.215954840183258,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
fibroblast.,37,spatial_knn,0.801039457321167,0.240695059299469,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
macrophage.,469,train_mean,0.7933951020240784,0.2695843279361725,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
macrophage.,469,coordinate,0.8382484912872314,0.2302228659391403,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
macrophage.,469,image,0.8097643852233887,0.2557563185691833,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
macrophage.,469,spatial_knn,0.845268726348877,0.2283627837896347,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
malignant cell in a Homo sapiens cell.,25,train_mean,0.4404767155647278,0.5033008456230164,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
malignant cell in a Homo sapiens cell.,25,coordinate,0.4230765998363495,0.500373125076294,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
malignant cell in a Homo sapiens cell.,25,image,0.5137742757797241,0.07657241076231,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
malignant cell in a Homo sapiens cell.,25,spatial_knn,0.3943026959896087,0.4632201194763183,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
malignant cell.,1541,train_mean,0.963436484336853,0.1119972020387649,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
malignant cell.,1541,coordinate,0.9228190779685974,0.1632673144340515,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
malignant cell.,1541,image,0.9695915579795836,0.1069279462099075,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
malignant cell.,1541,spatial_knn,0.952456533908844,0.1284244209527969,HBCD036,conch,1,1.0,200,human,brain,glioblastoma
endothelial cell of vascular tree.,26,train_mean,0.844840407371521,0.218710795044899,HBCD036,conch,2,1.0,200,human,brain,glioblastoma
endothelial cell of vascular tree.,26,coordinate,0.8159200549125671,0.203576847910881,HBCD036,conch,2,1.0,200,human,brain,glioblastoma
endothelial cell of vascular tree.,26,image,0.9304550886154176,0.1283330470323562,HBCD036,conch,2,1.0,200,human,brain,glioblastoma
endothelial cell of vascular tree.,26,spatial_knn,0.8602426648139954,0.2128103673458099,HBCD036,conch,2,1.0,200,human,brain,glioblastoma
endothelial cell.,102,train_mean,0.6549965143203735,0.3428139686584472,HBCD036,conch,2,1.0,200,human,brain,glioblastoma
endothelial cell.,102,coordinate,0.6349511742591858,0.3509489595890045,HBCD036,conch,2,1.0,200,human,brain,glioblastoma
endothelial cell.,102,image,0.8900551795959473,0.2009257078170776,HBCD036,conch,2,1.0,200,human,brain,glioblastoma
endothelial cell.,102,spatial_knn,0.6956151127815247,0.3266096115112304,HBCD036,conch,2,1.0,200,human,brain,glioblastoma
